【合租】区政府 湘云雅苑 2室主卧,湘云雅苑,2590,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1N1rHbYn1cYPj0QPWP3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHE3PHmvrHcznHbLnWmOTED1PHnOrHE1nWEYP1DvnkDdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1cKnHDKwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DOPWDOPHbzTHTKnHDznW9lnWTkn7tYnjTkTHDKPWT3uh76PjbVnhR-miYYn1c3syDYnADVuAEYPW--Phubnh76THcdPjN3rjbOPHmOrH01P9DzPHEdrj9OrHNvrjN1rHcKTHEzrjcKP1bKni3kTEDVTEDKpZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnWTkn7tYnjTkTEDznH98rHE8PH98nHbYTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP9D1m1nzuHcvPzdbmWnksHE1rjbVmhubPzYOPjRbnADYnvuWrjNKrHP6nW0dmy7Bn1IWPAN3mk&tid=3c32e267-db30-4389-bfd7-945d0a43fc85
【合租】祥符 雍荣华庭 5室主卧,雍荣华庭,2300,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1N1rHbdnH93PHmknHF3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHE3PHmvrHcznHbLnWmOTED1PHnOrHNQrj9dPWTQn9DdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1nKnHcKwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DOPWDOPHbzTHTKnHDznW9lnWTkn7tYnjTkTHDKPWPbnyubmHmVPADvnzYYuWmLsH66m1NVP1PBnyPbmyDkPAmdTHcdPjN3rHm3PWbvPWc3rTDzPHEdrjbvrjmOPjTvrjTKTHEzrjcKP1bKni3kTEDVTEDKpZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnWTkn7tYnjTkTEDznH98rHE8PH98nHbYTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP97hnjb1rjPBnadbPHcYsHEQPHcVmhmYmBYOmHFWPv7hrHb1Pj9KnjckrjRBnH0YnHFbPjEznT&tid=f09383b0-d524-4152-bf4b-9a2c7af99348
【合租】西兴 中天官河锦庭(公 4室主卧,中天官河锦庭(公,2160,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1N1rHbvP1NdPWE1PHR3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHE3PHmvrHcznHbLnWmOTED1PHnOrHmLPHNvPjndPEDdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1nKnHnKwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DOPWDOPHbzTHTKnHDznW9lnWTkn7tYnjTkTHDKuhEOPvmQPvmVrAEkuaYYujwBsyD3uyDVPHbLuW93nAu-PWckTHcdPjNOnjbYnjmzPHbzrTDzPHEdrHTOPjTvnHDdrHcKTHEzrjcKP1bKni3kTEDVTEDKpZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnWTkn7tYnjTkTEDznH98rHE8PH98nHbYTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP9DLPHE3PWc1raYvPjNzsHwhnH9VmHbOPiY3nyc3P1K6mymYmhmKnvnLP1mYuW9dnH9dP1cOPE&tid=75486238-6452-4f18-a995-81b870aaf4bf
【合租】火车东站 红街公寓 5室主卧,【合租】火车东站,2460,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1N1rHbvP10vrHD1nWK3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHE3PHmvrHcznHbLnWmOTED1PHnOrHmLP1mOnHnznTDdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1nKnHEKwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DOPWDOPHbzTHTKnHDznW9lnWTkn7tYnjTkTHDKm19OrjT3ujcVuANQmBYYPANksyFhujEVuHDQPWF-nhnYPvckTHcdPjNOnjbdP1mvnWcQP9DzPHEdrHTOPH0vn1bvrj9KTHEzrjcKP1bKni3kTEDVTEDKpZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnWTkn7tYnjTkTEDznH98rHE8PH98nHbYTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP9DYn1KBPvEzPiYzmWnYsHwhPWTVryn1Pidbm19knvu6n17WrHcKnW0dPHIBmvFBPH0dn1uBnE&tid=430b7d25-2b34-4f60-9c35-dc803fa31c92
【合租】西兴 西陵社区 4室主卧,西陵社区,2290,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1N1rHbLPjDQn1cYP1-3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHE3PHmvrHcznHbLnWmOTED1PHnOrH0YnHD1nWELrEDdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1nKnHNKwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DOPWDOPHbzTHTKnHDznW9lnWTkn7tYnjTkTHDKrycdP1u6nvEVrHcQmiYYnjb3sH91ryDVmyNOuHFhrHu-njN3THcdPjNOnHEvPHDvPj9zPTDzPHEdrHDYPWNQPjbYPj9KTHEzrjcKP1bKni3kTEDVTEDKpZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnWTkn7tYnjTkTEDznH98rHE8PH98nHbYTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP9DznvR-PjD3mzYzP1bvsHwWPhEVrAPbnaYLryN3uH03m1PbPWcKn1EOP1P-rHuhPWNOnHD3uE&tid=23ee418c-2796-4c6d-8cd0-79e8e78c3d62
【合租】彩虹城 滨兴小区东区 3室次卧,滨兴小区东区,2190,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1N1rHbLPjNQnWm1nWI3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHE3PHmvrHcznHbLnWmOTED1PHnOrH0YPHDzPWnzPkDdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1nKnHmKwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DOPWDOPHbzTHTKnHDznW9lnWTkn7tYnjTkTHDKmHTLPvD3P10VnAE3uiYYujDzsH6WrAmVPWT3PWNdmWPhrAuBTHcdPjNOnHEOP1DznH9QP9DzPHEdrHDYrH0QnjNYnHmKTHEzrjcKP1bKni3kTEDVTEDKpZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnWTkn7tYnjTkTEDznH98rHE8PH98nHbYTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP9D1PHDkrHwWnzYYujDLsHEQuj0Vrj7WuBYknymkPAR6PH7-uj0KPycLnHEznHEvrj0knHPhP9&tid=351094c3-4d17-41d7-81cf-01f04ea51ed7
【合租】朝晖 打铁关新村 4室主卧,打铁关新村,2590,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NYnHb1njDOrjD1PHu3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHEYPW0YPHTYPj0OPHDkTED1PHEQrHnknHb3nHndP9DdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1nKnH0KwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DznHbLPWmYTHTKnHDznW9lnWTkn7tYnjTkTHDKPWcvuWELryDVnjI6mzYYnADdsyDknWEVnycYPAnQnH76n1mzTHcdPj0YP1bdnHbLnWnLP9DzPHELPj0OPHDOPHbkPj9KTHEzrjcKP1bKni3kTEDVTEDKpZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnWTkn7tYnjTkTEDznH98rHE8PH98nHbYTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP97bnju6uHnduaYkmh7hsHwBn1nVmHEOmzYzmHwWmvEdPWRWmHmKmvczrjDLmWDQnynOP1Tknk&tid=d06ae35d-0baf-4b33-a49c-2a4ccd565ca6
【合租】申花 耀江文鼎苑 4室主卧,耀江文鼎苑,2190,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NYnjcznjTdrjNvPjF3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHE3PHmvrHcznHbLnWmOTED1PHEknWcknjN3PHmYn9DdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1nKnH9KwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DOPWDOPHbzTHTKnHDznW9lnWTkn7tYnjTkTHDKmWKBPjnkPymVnvmQPBYYn1I6sHbLnyNVmymQnAw6uAwWuycQTHcdPjmQnHDYnj03P1c1n9DzPHEvnHDQPjTLPWb3njTKTHEzrjcKP1bKni3kTEDVTEDKpZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnWTkn7tYnjTkTEDznH98rHE8PH98nHbYTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP9DLuHF-uWnYnBYdrAu-sHEvmvDVmyuWnzdWmv7WnhuWnHnLmHNKuW9dnW0duW7WujuhmvcQPk&tid=7e2ef342-58fe-46ca-afc3-ccac2fc137a5
【合租】仓前 西溪华东园 4室次卧,西溪华东园,2030,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NYnjTdnWbOnjnQPW73sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHE3PHmvrHcznHbLnWmOTED1PHEknjNzrHbkn1DvnEDdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1nKnHbKwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DOPWDOPHbzTHTKnHDznW9lnWTkn7tYnjTkTHDKP1PWuHcdrAEVmHn3PzYYPjFWsy7WP1bVPHEQmWbYrANvuhcdTHcdPjNOP10LPHnLnWcOP9DzPHEdrH0LP1N1PHn3PWEKTHEzrjcKP1bKni3kTEDVTEDKpZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnWTkn7tYnjTkTEDznH98rHE8PH98nHbYTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP9DQPjnkn1uhPBYduhFbsHEzuWnVrjckmzYYPjN3uHnzmhn1njEKn1EduWN1uHN3uHTvnAmkrE&tid=143036f6-5fbd-42f3-820c-4458e32bc304
【合租】未来科技城 富力十号院 5室主卧,富力十号院,2290,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NYnjnYn19LnH0zn1R3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHE3PHmvrHcznHbLnWmOTED1PHEkn1E1rj0QP1c1PEDdnjTknjTKn1DKP1TQn1EKP1bKnHN1PW0QrHcYrj91nkDznT7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHnLnHbvnHbdrHcKnTDQnHczrjCznjTkg1EknjTKnEDzP1mznH66ridBmWmvsHELnWNVrAnzuBY3PhDvm1D1PvFBP1DKnWNYPWcQnjEdrj01PW0zTHcdPjmznHTYPH9drHn1P9DKPjc3n9DLrEDQsWTKTiYKTE7CIZwkrBtfpZC8PH98mvqVsLKGUMK6pyIfUhIOIiqkUBtQs1qVpyOk0h-WuHYznjTkg1EknjTKTHcQra3OPa3dra3QrHEKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTymQnyczPyN1sHbOmWcVPjb1PidBmvmdsHwhrjmznAcQP16-nkDdP1c3uHcLPjEOPhELnWuB&tid=f11b25e3-99b2-4935-bcf5-4f8620b178e3
